"branch_id","society_name","approved_amount"
201," האגודה הישראלית לגלישה אוירית",0
113,"""מכבי רמת יצחק"" ברמת גן",0
167,".I-S.K.I.F חדרה - העמותה לאמנויות לחימה",0
98,"500 וואט עמקים עמותה למצויינות וקידום ספורט האופניים בעמק",0
131,"502300400",25953.103629438392
154,"510623721 | קאנטרי ג' תל אביב",0
99,"512390683 | עוצמה האתלט ראשל""צ",32659.772967269506
169,"580055937 | מועדון ישראלי לרצים איילות",22470.013395296468
160,"580233245 | הפועל חיפה - הר הכרמל",29129.51104032404
160,"580235869 | איילות תל אביב",58259.39668855755
169,"580235869 | איילות תל אביב",86509.55157189141
99,"580314581 | מועדון התעופה - הפועל מופת בת ים",32659.772967269506
169,"580329290 | איילות רוכבי אופניים (ע""ר)",11235.006697648234
130,"580353076 | הפועל ערד",0
160,"580416824 | ע.ל.ה רעננה",29129.885648233514
169,"580475093 | ילדי אילת",14605.508706942705
142,"580694891 | עמותת לקרוס אשקלון",0
142,"580695948 | עמותת לקרוס באר טוביה",0
154,"A.B.M",11668.098597167056
176,"Eilat Swimming",6238.158756424873
175,"International",0
101,"M-A-CLUB",0
175,"RY Ranch",0
176,"TLV Nemos",0
176,"TLV SWIM",12840.654420276269
101,"Team saka",0
106,"U18",0
98,"hapo-el",0
156,"life line",434504.80396343337
111,"salty group",61259.907548547904
101,"teamgordon",0
137,"א.כ. נס ציונה",245294.27042080433
99,"א.ל אומנויות לחימה",1675.5960432916181
138,"א.ס נווה מונוסון",0
138,"א.ס רמה""ש ירק השדה",511612.07578868483
138,"א.ס. אשקלון",154369.10517547044
139,"א.ס. הפועל עומר",27445.490337739488
121,"א.ס. רמת השרון",132950.4136816535
137,"א.ס. רמת-השרון",229931.37248213182
121,"א.ס.א אוניברסיטת תל אביב",24315.68762049713
138,"א.ס.סביון",58441.840965092066
121,"א.ק.ט.י - אגודת קופצי טרמפולינה ישראלית",0
108,"אביבים",27714.49734298524
140,"אגודת ב. פתח תקווה",3132.3393416873096
129,"אגודת הטניס בקרית ביאליק",16460.80915617511
167,"אגודת הפועל נתניה",0
136,"אגודת כדורגל המכתש גבעתיים",0
136,"אגודת ספורט אוניברסיטה בן גוריון",0
211,"אגודת ספורט אוניברסיטה בן גוריון",0
129,"אגודת ספורט אוניברסיטת בן גוריון בנגב",25515.09146618923
136,"אגודת ספורט אוניברסיטת תל-אביב",479429.9697809661
136,"אגודת ספורט אשדוד",136581.79371667054
129,"אגודת ספורט הפועל עומר",0
136,"אגודת ספורט חולון מור",0
129,"אגודת ספורט כפר ורדים",20976.730838003496
139,"אגודת ספורט כפר ורדים",9187.760713921372
136,"אגודת ספורט נורדיה ירושלים",163898.15246000467
136,"אגודת ספורט רמת אליהו",108707.95826428881
129,"אגודת ספורט רמת אליהו כדורגל מחלקת נוער",5484.145471665664
124,"אגודת קיאקים זבולון ת""א",17571.337088148815
109,"אדם בספורט",28555.929282731868
109,"אדם בספורט גודו בראשון לציון",3846.9127531141376
125,"אדמה רוח ואש",0
136,"אהלי טמרה",86966.36661143106
100,"אוהדי הספורט הקסמאוי",45135.021631923235
121,"אולימפיה מכבי מבואות חרמון",0
109,"אולימפיה מכבי קרית שמונה",0
149,"אומנויות לחימה - סמבו ספורט",0
99,"אומנויות לחימה-סמבו",0
130,"אופק קריית אונו",17288.589728855364
121,"אורות חיפה",11187.06540714887
125,"אחי יהודה",200743.9577511988
136,"אחי עכו",0
131,"אחים לחיים",0
98,"איגוד האופניים בישראל (ע""ר)",0
100,"איגוד האיגרוף בישראל",0
112,"איגוד הג'יו ג'יטסו",0
114,"איגוד הדמקה בישראל",0
200,"איגוד הורדת הידיים בישראל",0
131,"איגוד הטריאתלון",0
135,"איגוד הכדורמים",0
187,"איגוד הכדורסל בישראל",0
197,"איגוד הכדורשת הישראלי",0
168,"איגוד הקראטה המסורתי",0
129,"איגוד ספורטיבי אליצור כוכב יאיר",0
98,"איגוד רוכבי האופניים בתל אביב (ע""ר)",88135.82049647298
109,"איזי גודו הרצליה",0
136,"איחוד בני בקה",157208.43195143304
136,"איחוד בני כפר קרע",0
136,"איחוד בני מג'דל כרום",78804.90759097367
136,"איחוד בני שפרעם",197346.75500286277
136,"איחוד הפועל ביר אל מכסור",30103.742288572288
136,"איחוד צעירי אבו גוש",0
136,"איחוד צעירי איכסל סמיר",0
131,"איילות רוכבי אופניים",37667.5543998486
98,"איילות רוכבי אופניים (ע""ר)",85335.55438227541
104,"איילות תל אביב",0
119,"אייס דרים נס ציונה ",52071.20202650319
119,"אייס חולון ",52071.20202650319
119,"אייס סיטי באר שבע ",0
128,"אייקליימב כולנו יכולים",0
170,"איל""ן",6435.638076583958
192,"איל""ן",656535
193,"איל""ן",222949.27383623144
128,"אימונים טיפוס עצמה",0
138,"אינטר עליה ת""א יפו",0
107,"איספא - איגוד ישראלי לספורט ביליארד",0
109,"איפון לקידום הגודו בשרון",86916.55491112958
167,"אל-נאדי אל-אורתודוקסי - עמותת ספורט בנצרת (ע""ר)",12932.401600882627
109,"אלוף הגודו בבאר שבע",0
121,"אלופה",0
145,"אלחמסה - כפר מאגר",0
121,"אליצור אלקנה",3373.0032259424015
136,"אליצור בית אל",0
138,"אליצור בית אל",30283.49940918407
109,"אליצור בית שמש",0
121,"אליצור בית שמש",0
138,"אליצור בית שמש",39138.32379783438
138,"אליצור ג.עציון/אפרת",196183.55367743026
138,"אליצור גבעת שמואל",60261.99931164796
138,"אליצור הר חברון",114714.24995496478
121,"אליצור חבל יבנה",0
138,"אליצור חבל יבנה",108865.14651157301
138,"אליצור חולון",324676.8942505114
138,"אליצור טירת הכרמל",0
138,"אליצור יבנה",205382.7323478614
136,"אליצור יהוד יוטל",0
136,"אליצור יפו תל אביב",40472.8090768583
138,"אליצור ירושלים",114463.36326395306
177,"אליצור ירושלים",0
138,"אליצור כ. יאיר יובל",55342.65242906446
121,"אליצור כוכב יאיר",0
139,"אליצור כוכב יאיר",79862.84312870116
139,"אליצור כפר סבא",0
139,"אליצור כרמיאל",115200.38433609105
104,"אליצור לוד",0
121,"אליצור לוד",0
138,"אליצור לוד",81808.73865736372
121,"אליצור מ.א שומרון",0
130,"אליצור מ.א. שומרון",0
177,"אליצור מ.א. שומרון",7454.073155582585
138,"אליצור מודיעין",36895.1016193763
156,"אליצור מטה בינימין",17333.968243222076
138,"אליצור מטה בנימין",39994.29015540391
177,"אליצור מטה בנימין - חשמונאים",0
177,"אליצור מרכז שחמט צפון",7002.21799934727
138,"אליצור נוה דוד רמלה",400343.97084974725
121,"אליצור נחל שורק",0
138,"אליצור נחל שורק",10478.208859902868
138,"אליצור נתניה עירוני",282862.44574855163
139,"אליצור עירוני אשקלון",112373.38103949986
210,"אליצור עירוני אשקלון - חופים",0
138,"אליצור עירוני רעננה",80529.70846789201
138,"אליצור פתח תקוה",80628.09540554367
177,"אליצור פתח תקוה",8844.68045273127
121,"אליצור פתח תקווה",0
130,"אליצור קריית אתא",7717.929909124257
138,"אליצור קרית אתא לאטי",124853.02387996939
138,"אליצור ראשון לציון",0
121,"אליצור רחובות",0
138,"אליצור רחובות",44274.121943251565
138,"אליצור רמת גן",22137.060971625782
121,"אליצור רעננה",0
177,"אליצור רעננה",0
138,"אליצור שומרון חלפ",108865.14651157301
138,"אליצור שפיר",56572.48914971032
138,"אליצור תל אביב",187525.5031640833
100,"אלכופוף אלמאסיה - נצרת",0
98,"אלסדרה",0
150,"אלפא דאנס - ספורט אקדמי",33957.810195163314
163,"אלפארוק - העמותה לטיפוח וקידום ספורט",0
100,"אלפה - אשדוד פרוספריטי",52117.58246975388
98,"אלריאדה מן אג'ל בלדי שפרעם (ע""ר)",0
109,"אלרן",0
95,"אם.אם.אי חובבני בישראל",0
210,"אמ.פי ספורט חוף חיפה",0
156,"אנדרדוגס פוטבול",121337.77770255454
176,"אס רמת השרון",59858
136,"אס""א המכללה למנהל",0
128,"אס""א טכניון",0
211,"אס""א טכניון",0
104,"אס""א טכניון חיפה",12444.476816430404
98,"אס""א טכניון חיפה (ע""ר)",11483.741162324483
138,"אס""א ירושלים",398988.54825881793
139,"אס""א ירושלים",116849.46959243591
177,"אס""א ירושלים",3282.8660330565776
172,"אס""א תל אביב",237533.45219177217
177,"אס""א תל אביב",10896.779107851655
104,"אס. רמת השרון",22199.105957056156
137,"אסא אוניברסיטת ת""א",134937.45356134017
121,"אסא באר שבע",14330.538331471691
176,"אסא באר שבע",0
139,"אסא בן גוריון באר שבע",138523.1615329684
210,"אסא בן גוריון באר שבע חופים",0
137,"אסא טכניון חיפה",0
138,"אסא טכניון חיפה",6149.183603229384
120,"אסא תל אביב",70394.29532649116
135,"אסא תל אביב",427461.8922026903
176,"אסא תל אביב",0
106,"אפרת",61984.66927747002
105,"אקדמיה לבדמינטון אזור",0
177,"אקדמיית באקה אלגרבייה לשחמט",0
177,"אקדמיית דבוריה לשחמט",0
138,"אקדמיית וינגייט",0
109,"אקוואטלון ניצחון",0
121,"אקרובטיקס",0
121,"אקרוג'ים מודיעין",4900.119558503224
121,"אקרוספורט",0
111,"ארגון גולשי גלים בישראל",0
131,"ארגון נכי צה""ל",0
170,"ארגון נכי צה""ל",0
192,"ארגון נכי צה""ל",678492.6923076924
193,"ארגון נכי צה""ל",49238.76827308486
150,"ארט אור",0
149,"אריה לבן",34392.412731814096
109,"אריה לבן קרית אתא",0
109,"אריה לבן קרית ביאליק",25380.746679584583
121,"אריה לבן קרית ביאליק",0
164,"ארקוס אולימפי",0
157,"אשדוד",0
210,"אשדוד חופים AOV",0
98,"אשכולות",0
167,"אשקלון פאוור קראטה (ע""ר)",0
109,"אתגר בנגב",0
104,"אתלטי הנגב",68819.54587410248
104,"אתלטי הסמטה דרום ת""א-יפו",0
104,"אתלטי הקרן - פ""ת",0
104,"אתלטיק קלאב פתח תקוה",3807.1690180619753
104,"אתלטיקה גלילית",0
157,"ב. הלוחם י""ם",0
112,"בא רוח הלוחם",107086.6698223922
157,"באר יעקב",0
121,"בגין חולון",644652.3327098034
109,"בודוקאן",0
128,"בולדר מכבי חיפה",10762.81888637854
175,"בי""ס לרכיבה רנצ'ו מניס",136251.96064682666
108,"בית הברידג ב""ש",0
177,"בית הגפן - מרכז ערבי יהודי לשחמט",0
108,"בית הלוחם אפקה",704.885297304478
139,"בית הלוחם תל אביב",0
121,"בית הספר לספורט הישגי כרמיאל",8783.233170902004
167,"בית הספר לקאראטה שוטוקאן",0
192,"בית חינוך עיוורים",263492.30769230775
100,"בית ספר לאגרוף ולאמנויות לחימה כרמיאל - עכו",20444.434885540144
106,"בית שמש",50892.67582781748
136,"בית""ר אום אל פאחם",0
138,"בית""ר אחוזה פרגולנדשופ",14758.04064775052
138,"בית""ר אשדוד",178965.839588388
136,"בית""ר גדרה",82283.56225543092
136,"בית""ר גן יבנה",0
136,"בית""ר חיפה יעקב",147731.32789762327
136,"בית""ר טוברוק",132456.46606971807
136,"בית""ר יפו ציון",0
136,"בית""ר ירושלים",451556.1343285843
138,"בית""ר ירושלים",25088.66910117589
138,"בית""ר כפר יונה",196773.8753033403
136,"בית""ר כפר כנא",230795.3575457209
136,"בית""ר כפר סבא שלומי",136581.79371667057
136,"בית""ר מועצה איזורית מטה בנימין",15386.357169714725
136,"בית""ר נהריה",156093.4785333378
136,"בית""ר עזרא",0
136,"בית""ר עירוני מעלה אדומים",80834.12281190706
136,"בית""ר עירוני קרית גת דודו",147173.85118857565
136,"בית""ר פרדס חנה",32222.1537829533
136,"בית""ר פתח תקוה ""דדו""",114282.72535476516
136,"בית""ר קרית אתא כפיר",40472.8090768583
136,"בית""ר רמת גן",156093.4785333378
136,"בית""ר תל אביב",47385.520269048975
130,"בית''ר אשדוד",1683.2223116197888
130,"בית''ר באר שבע",6691.401372601204
130,"בית''ר ראשון לציון",17989.734797392764
130,"בית''ר רמלה",0
138,"ביתר ת""א/נוה אליעזר",31975.754736792795
136,"בנות הרצליה",0
136,"בנות נתניה",423682.2988762026
138,"בנות פתח תקווה",290241.46607242693
136,"בני אום אל פאחם",18463.62860365767
136,"בני אילת",309399.5735214375
136,"בני אלסלאם רהט",30103.742288572288
120,"בני בת ים",0
136,"בני ג'לג'וליה",0
136,"בני דבוריה",216925.33702461573
136,"בני דיר חנא",25086.451907143575
105,"בני הרצליה",2370.541692706155
113,"בני הרצליה",7595.765459271332
121,"בני הרצליה",35410.2979416365
130,"בני הרצליה",16519.28601037562
136,"בני הרצליה",0
137,"בני הרצליה",148917.69068553217
138,"בני הרצליה",440281.54599122383
172,"בני הרצליה",9629.73454831509
176,"בני הרצליה",43009.52760839941
178,"בני הרצליה",274958.00971748977
136,"בני טירה",0
136,"בני יהוד",65559.26098400187
138,"בני יהודה ת""א",318872.0649290629
136,"בני יהודה תל אביב",303824.80643096106
136,"בני יצ'אלאל רחובות",0
136,"בני ירוחם אלמוג דדון",0
136,"בני מג'אר",210447.45766548222
136,"בני סכנין",294347.70237715123
136,"בני רמלה",0
150,"בראבו",0
98,"ברטלי נוער בתנועה",0
108,"ברידג'פוינט פולג",4549.714191692539
149,"ג'ודוקאן מרכז אשדוד",0
121,"ג'ים חולון",0
121,"ג'ימנסיה עמק חפר",7396.406880759583
121,"ג'מנסיה מנשה - מועדון ספורט הפועל מנשה",8413.412826864025
121,"גבעת זאב",0
136,"גדנע תל אביב יהודה",108707.95826428881
109,"גודוגו האקדמיה הראשונה לגודו",54268.102291815514
101,"גולדן טניס נתניה",0
129,"גולדן ספורט נתניה",14963.763033528054
163,"גולדן ספורט נתניה",96689.62280865446
129,"גולדן רקט",22844.187030370376
110,"גולף קיסריה",0
167,"גיבור כארי - ישראל",0
121,"גילגולים כרמיאל",68324.30856101665
104,"גימנסיה לאתלטיקה קלה ראשון לציון (ע''ר)",0
106,"גינות",0
98,"גירז",0
120,"גל אולימפי אשדוד",70394.29532649116
111,"גל ים בחוף",112385.67610549316
120,"גרין ביץ' נתניה",70394.29532649116
175,"ג׳וקי קלאב",0
164,"דאבל אקשן - אולימפי",0
150,"דאנס אבניו - העמותה לקידום ופיתוח ספורט הריקוד",12033.028544617473
136,"דולפיני אשדוד",0
211,"דולפיני אשדוד",0
116,"דופמינו ג'ים עצמה אור יהודה",0
169,"דימונה איי קריקט",0
177,"דינמו פרדס חנה / כרכור",3166.0599382474484
109,"דינמיקה מכבי באר יעקוב",0
125,"דרך הטאקוונדו",0
129,"דרך הטניס",0
125,"דרקון הזהב אומנויות לחימה",3547.3776758656177
109,"ה.ל.ה.ב",342617.88644697005
109,"האגודה לגודו ים",6214.243678107454
163,"האיגוד הישראלי לטאיקוון-דו מסורתי ITF",0
218,"האיגוד הישראלי לטאיקוון-דו מסורתי ITF",0
201,"האיגוד הישראלי לצניחה חופשית",0
120,"האיגוד הישראלי לקטלבלס",7816.53775484589
177,"האקדמיה לשחמט של הכפר הירוק",0
108,"הגנה רעננה",0
118,"ההתאחדות הישראלית להוקי קרח",0
150,"ההתאחדות הישראלית לספורט הריקוד",0
160,"ההתאחדות הישראלית לענפי הפריסבי",0
125,"הווארנג טאקוונדו ירושלים",14198.090407608752
118,"הוקי מטולה",45656.81875775277
118,"הוקי נס ציונה",35120.62981365598
118,"הוקי פתח תקווה",28535.511723595482
118,"הוקי רולר ראשון לציון",103166.85007761444
129,"החברה לחינוך ופנאי בחבל מודיעין",0
148,"החברה לפיתוח גני תקוה בע""מ (חל""צ)",44695.21043480619
175,"החווה הירוקה בע""מ",0
130,"הישגי כרמיאל",51056.162962033486
136,"הכח גלי גיל רמת גן",0
136,"הכח מכבי עמידר רמת גן",147731.32789762327
125,"הכח תל אביב אומנויות לחימה וכושר",5689.003826225418
125,"הלגיון הצפוני",0
163,"הלוחם והרוח",132492.2486647877
129,"המועדון לספורט באוניברסיטת תל אביב - אס""א תל אביב",58361.355107936404
104,"המועדון לספורט באוניברסיטת תל אביב -אס""א תל אביב",0
170,"המרכז הקהילתי האזורי חוף אשקלון (ע""ר)",0
129,"המרכז לטניס בישראל",128432.8260275852
98,"המרכז לרכיבה - נקודת מפגש",0
175,"המרכז לרכיבה בנען",134543.47211207022
98,"המרכז לרכיבת אופניים ולחברה",53823.41146311006
104,"הסוללים ירושלים",2532.595042449923
129,"הספורט במכבי מוצקין",4268.423452603291
167,"העמותה המאוחדת לחינוך גופני וקראטה בירכא והסביבה",0
100,"העמותה לאיגרוף מקצועי נצרת",3302.562558433408
129,"העמותה לאימון טניס",0
129,"העמותה להפועל ברנר",0
201,"העמותה למצנחי רחיפה",0
100,"העמותה לספורט איגרוף ומחול חיפה",29796.45330497697
163,"העמותה לספורט ואומניות לחימה גלגוליה והמשולש",5961.485845513045
198,"העמותה לעידוד הספורטאי החירש באשדוד",
170,"העמותה לפיתוח הבריאות טמרה",0
139,"העמותה לפיתוח הכדורעף בירושלים",357380.3334107365
100,"העמותה לפיתוח הספורט ההישגי בת ים",4455.838372489518
172,"העמותה לפיתוח הרוגבי בירושלים והסביבה (ע""ר)",92445.45166382486
150,"העמותה לפיתוח ומיומנות הריקוד בישראל",0
150,"העמותה לפיתוח וקידום בתחום ריקודים סלונים ולאטינו אמריקאיים בחולון",5715.433405416272
150,"העמותה לפיתוח ענף ספורטיבי במחול, סדנאות וריקודים בבת ים",33957.810195163314
210,"העמותה לק.הס. בגבעתיים חופים",0
125,"העמותה לקידום הטאקוונדו- האריות (ע.ר)",6329.841728228305
129,"העמותה לקידום הטניס בבת ים",26637.03878405671
129,"העמותה לקידום הטניס בנצרת והסביבה",13714.55004975322
129,"העמותה לקידום הכדורסל ביבנה",0
139,"העמותה לקידום הכדורעף באשדוד",53006.311811084845
172,"העמותה לקידום הספורט באשקלון",0
104,"העמותה לקידום הספורט בגבעתיים",0
129,"העמותה לקידום הספורט בגבעתיים",0
139,"העמותה לקידום הספורט בגבעתיים",0
148,"העמותה לקידום הספורט בגבעתיים (ע""ר)",0
129,"העמותה לקידום הספורט בגליל התחתון",9116.910414026426
131,"העמותה לקידום הספורט בגליל עליון",0
104,"העמותה לקידום הספורט בחבל בני שמעון (ע""ר)",0
139,"העמותה לקידום הספורט ביואב",53713.062635232636
121,"העמותה לקידום הספורט בלהבים",0
129,"העמותה לקידום הספורט במטה אשר",8644.520356757148
98,"העמותה לקידום הספורט במטה אשר ע""ר",0
129,"העמותה לקידום הספורט במשגב",15294.988674534306
131,"העמותה לקידום הספורט במשגב",15320.85846828979
98,"העמותה לקידום הספורט במשגב (ע""ר)",76324.22483371204
100,"העמותה לקידום הספורט בנוף הגליל",7336.4068262342125
170,"העמותה לקידום הספורט בנוף הגליל",42394.0743211075
131,"העמותה לקידום הספורט בעמק חפר",39452.34375543707
113,"העמותה לקידום הספורט בק.גת- בני קריית גת",0
129,"העמותה לקידום הספורט בקריית גת-בני קריית גת",32239.74227080449
121,"העמותה לקידום הספורט בקרית מוצקין",78124.5476780231
113,"העמותה לקידום הספורט גבעתיים",5907.817579433258
139,"העמותה לקידום הספורט והפנאי באריאל",8481.009889773575
162,"העמותה לקידום הספורט והרווחה בכפר עין מאהל",0
172,"העמותה לקידום הספורט ותרבות הפנאי בגליל העליון",421587.21328525577
121,"העמותה לקידום הספורט נוף הגליל",0
148,"העמותה לקידום השחייה הוד השרון (ע""ר)",4520.495760356628
121,"העמותה לקידום התעמלות אומנותית כס",24500.597792516117
129,"העמותה לקידום טניס שדה בלוד",56443.66246850083
98,"העמותה לקידום ענף האופניים בצפון",0
167,"העמותה לקידום ענף הקראטה התחרותי בבאר שבע",10069.849015560401
101,"העמותה לקידום ענפי ספורט הזירה והלחימה בישראל",0
163,"העמותה לקידום ענפי ספורט טמרה",0
175,"העמותה לרכיבה וכלבנות טיפולית",0
129,"העמותה על שם אלדר ברניר (ע""ר)",0
109,"הפ. גודו קרית אונו",0
98,"הפועיל הראבה",0
177,"הפועל ""מופת"" בת-ים",0
176,"הפועל H2O כפר שמריהו",0
138,"הפועל אבו סנאן",182753.7366879773
176,"הפועל אולימפ נתניה",17082.634688339855
136,"הפועל אום אל פאחם",217415.91652857763
138,"הפועל אופקים",15717.313289854306
121,"הפועל אור יהודה",14515.44850349068
136,"הפועל אורנית עירוני",32110.658441143773
136,"הפועל אזור",52960.28735952532
138,"הפועל אזור",0
136,"הפועל אחוה חיפה",8362.150635714524
136,"הפועל איחוד אעבלין",189542.0810761959
136,"הפועל איחוד בני ג'ת",73921.4116197164
136,"הפועל איחוד בני סמיע",58535.05445000168
130,"הפועל אילת",0
176,"הפועל אילת",0
138,"הפועל אילת אברהמי",134298.16989452974
138,"הפועל אכסאל",108225.63141683716
136,"הפועל אלאתיחאד נצרת",30103.742288572288
138,"הפועל אעבלין",0
164,"הפועל אפרא מעברות",25459.035892593914
176,"הפועל אקווה נוף הגליל",0
109,"הפועל אקיגיצו",7989.7418718524395
138,"הפועל אריאל",14167.719021840501
138,"הפועל אריק נצר סרני",63951.5094735856
130,"הפועל ארנון רמת גן",3502.761923124279
121,"הפועל אשד גל אולימפי",0
105,"הפועל אשדוד",0
109,"הפועל אשדוד",0
116,"הפועל אשדוד",10608.958790328128
130,"הפועל אשדוד",3579.810831754762
137,"הפועל אשדוד",182050.34057326918
138,"הפועל אשדוד",0
138,"הפועל אשכול",42399.850780987246
139,"הפועל אשכול",39578.046152276685
176,"הפועל אשכול",0
130,"הפועל אשקלון",0
138,"הפועל אשקלון",241047.9972465918
164,"הפועל אשקלון",20179.224225431724
104,"הפועל אתלטי אורן כפר סבא",34381.21916941577
138,"הפועל ב""ש אלטשולר שח",473123.1057793513
121,"הפועל באר טוביה",0
130,"הפועל באר טוביה",1906.0714627356485
138,"הפועל באר טוביה",118802.22721439169
176,"הפועל באר טוביה",2665.87981043798
138,"הפועל באר יעקב",6149.183603229384
116,"הפועל באר שבע",0
136,"הפועל באר שבע",655035.1331309711
176,"הפועל באר שבע",2282.1546862082705
136,"הפועל בארי אשכול",54353.97913214441
136,"הפועל בועיינה",125432.25953571788
138,"הפועל בועינה נוג'ידת",0
130,"הפועל ביחד עברון מזרעה",0
138,"הפועל בינימינה/ג.עדה",67050.6980096132
138,"הפועל ביר אלמכסור",0
176,"הפועל בית איל",0
136,"הפועל בית אליעזר גרשון",75259.35572143072
116,"הפועל בית דני",5542.882963486044
135,"הפועל בית יצחק",164834.11837289896
136,"הפועל בית שאן מסילות",36235.98608809627
121,"הפועל בית שמש",0
176,"הפועל בית שמש",48263.08808816919
138,"הפועל בן משגב",86334.53778934054
136,"הפועל בנות אעבלין",212956.10285619658
136,"הפועל בנות מג'דל כרום",122644.8759904797
136,"הפועל בנות נחף",225164.8427843398
136,"הפועל בנות סכנין",240829.9383085783
136,"הפועל בנות עראבה",278738.3545238175
136,"הפועל בנות ערערה עארה",179507.50031333847
136,"הפועל בנות שפרעם",220760.77678286348
136,"הפועל בני בענה",249749.56565334048
109,"הפועל בני ברק",0
136,"הפועל בני ג'סר א זרקא",0
136,"הפועל בני דיר אל אסד",181246.82764556707
136,"הפועל בני זלפה",53517.76406857296
136,"הפועל בני חורפיש",0
136,"הפועל בני כסייפה",45991.82849642989
136,"הפועל בני מוסמוס",43483.18330571553
136,"הפועל בני מזרעה",0
105,"הפועל בני עייש",0
109,"הפועל בני עייש",0
136,"הפועל בני פרדיס מ. עבדאלעאל",0
121,"הפועל בני שמעון",0
139,"הפועל בני שמעון",93997.85961165713
121,"הפועל בנימינה - גבעת עדה",0
136,"הפועל בקעת הירדן",79719.16939381181
138,"הפועל בקעת הירדן",4796.363210518919
121,"הפועל ברנר",0
136,"הפועל ברנר",33448.6025428581
138,"הפועל ברנר",91007.91732779489
109,"הפועל בת ים",9173.407334349098
130,"הפועל בת ים",0
176,"הפועל בת ים",207787.55869157097
149,"הפועל בת-ים",63766.740874516516
121,"הפועל ג'ימנסטיק תל אביב יפו",13775.807815414722
139,"הפועל ג'לג'וליה",40049.21336837522
176,"הפועל ג'מים אילת",4506.387074717025
129,"הפועל ג'מנסטיק ת""א יפו",0
138,"הפועל ג'סר אלזרקא",0
135,"הפועל גבעת חיים",364893.06204192434
164,"הפועל גבעת נשר",43036.43258172117
121,"הפועל גבעת שמואל",5454.850074560192
138,"הפועל גבעתיים אלון",91647.43242253075
130,"הפועל גדידה-מכר",0
136,"הפועל גדרה",80834.12281190707
121,"הפועל גדרה רחובות",0
109,"הפועל גודו אולימפי יהוד",0
109,"הפועל גודו+קרית אונו",0
135,"הפועל גוש זבולון",148372.89177953536
138,"הפועל גזר",101732.09353182692
138,"הפועל גלבוע מעיינות",68747.87268410451
121,"הפועל גלבוע עפולה",16087.184965652092
136,"הפועל גליל עליון",0
176,"הפועל גליל עליון",12935.252761428479
138,"הפועל גליל עליון צפת",336114.37575251807
138,"הפועל גליל תבור",202381.93074948547
130,"הפועל גליל תחתון",27205.969637423652
177,"הפועל גמביט - לקידום השחמט בקריות",1976.482077954475
121,"הפועל גן יבנה",0
138,"הפועל גן יבנה",89187.75898123898
138,"הפועל גן שמואל",0
178,"הפועל גנוסר/עמותת מגל אל גל",0
121,"הפועל דגז בת ים",0
176,"הפועל דולפין נתניה",61635.949059692895
136,"הפועל דיר חנא",103133.19117381248
138,"הפועל דיר חנא",212146.83431141372
136,"הפועל דלית אל כרמל",40472.8090768583
138,"הפועל דלית אל כרמל",228749.63004013308
130,"הפועל דרום השרון",3313.1030711107815
139,"הפועל דרום השרון",149831.17471933315
210,"הפועל דרום השרון חופים",0
138,"הפועל הוד השרון",50423.305546480944
136,"הפועל הוד השרון עירוני",267588.8203428648
116,"הפועל הישגי באר שבע",13835.92137582922
116,"הפועל הישגי כרמיאל",7279.82324697476
138,"הפועל הכרמל עוספיא",120523.99862329592
210,"הפועל המעפיל חופים",0
136,"הפועל הרצליה עירוני",211841.14943810127
138,"הפועל זבולון נופית",14758.04064775052
178,"הפועל זבולון עכו",146870.44781544432
105,"הפועל זכרון יעקב",25182.799685225516
121,"הפועל זכרון יעקב",7951.137396816551
138,"הפועל זכרון יעקב",49193.46882583507
138,"הפועל חבל איילות",49562.41984202883
137,"הפועל חבל אילות",63243.92984753514
138,"הפועל חבל מודיעין",117031.26233666163
136,"הפועל חדרה ערן",278738.3545238175
121,"הפועל חוויות רחובות",0
104,"הפועל חולון",95426.69143772344
121,"הפועל חולון",0
130,"הפועל חולון",0
138,"הפועל חולון",392382.1504450635
176,"הפועל חולון",0
136,"הפועל חולון צפרירים",82283.56225543092
138,"הפועל חוף אשקלון",27056.40785420929
121,"הפועל חוף הכרמל",5454.850074560192
135,"הפועל חוף הכרמל",13548.009729279367
138,"הפועל חוף הכרמל",79939.38684198198
136,"הפועל חוף הכרמל / מ""מ",75259.35572143072
129,"הפועל חוף השרון",0
136,"הפועל חורפיש",54353.97913214441
130,"הפועל חיפה",8896.185527258109
136,"הפועל חיפה",284313.12161429384
113,"הפועל חיפה - הר הכרמל",0
138,"הפועל חיפה בי קיור",261955.22149757174
150,"הפועל חיפה הר כרמל",2449.471459464117
167,"הפועל חיפה הר-הכרמל",13078.782130813877
121,"הפועל חיפה מעולים בתנופה",0
138,"הפועל חריש",0
129,"הפועל טבעון טניס",9971.934743135582
121,"הפועל טבריה",0
138,"הפועל טבריה ע.הירדן",199848.46710495494
121,"הפועל טייבה",0
138,"הפועל טייבה",248672.9849145963
138,"הפועל טירה",71822.4644857192
139,"הפועל טירה",0
130,"הפועל טירת הכרמל",0
177,"הפועל טירת הכרמל",0
136,"הפועל טירת כרמל",122644.87599047969
138,"הפועל טירת כרמל מתנס",0
136,"הפועל טירת שלום",0
130,"הפועל טנ''ש באר שבע",13932.813416041548
129,"הפועל טניס שדה קאנטרי קלאב כפ""ס",25613.889812090994
104,"הפועל יבנה",3641.6399303201506
138,"הפועל יואב/צפית",46143.47375863329
130,"הפועל יוקנעם",1532.6805978340753
